WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,target,AgeYears,PetType_Bird,PetType_Cat,PetType_Dog,PetType_Rabbit,Breed_Golden Retriever,Breed_Labrador,Breed_Parakeet,Breed_Persian,Breed_Poodle,Breed_Rabbit,Breed_Siamese,Color_Black,Color_Brown,Color_Gray,Color_Orange,Color_White,Size_Large,Size_Medium,Size_Small
4.346685820117836,1,0,64,412,0,1,1.75,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
13.063698631282008,0,0,75,335,0,1,6.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10.133609795644023,1,0,22,457,1,1,0.92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22.169803514703947,0,0,19,295,1,0,4.83,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
26.926208739587377,1,0,73,55,0,0,14.08,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
20.49619692288141,1,0,7,140,0,1,14.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
15.08329128693164,1,0,74,419,0,1,5.67,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20.736438399460734,0,0,57,231,1,0,13.08,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
15.588268679153622,1,0,38,316,0,0,5.08,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
21.042070231561684,1,0,7,289,0,1,6.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6.452455798692379,0,1,65,414,0,0,13.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3.399410801125075,0,0,73,49,1,0,0.42,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24.3698734546878,1,0,9,7,0,0,7.58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
20.269069055704527,0,0,77,302,1,0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3.0241850619477426,0,0,46,429,0,0,12.83,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
17.285946468040336,1,0,62,462,0,0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9.667032474819164,1,0,44,68,1,0,5.42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
13.90809324782183,0,0,12,30,0,1,14.75,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
27.7718926408712,1,0,62,254,0,1,2.58,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
11.109471613842524,1,1,75,446,0,0,13.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
6.596536230231829,0,1,82,55,1,0,8.92,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
21.932212224945825,1,0,89,72,0,1,2.83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
27.902561703486057,1,0,24,459,0,1,9.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
21.108075117830808,1,0,72,178,0,1,5.83,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
21.494838734292244,1,0,69,126,0,1,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
15.487427437902053,0,0,15,105,0,0,13.5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
20.963637430571342,0,0,88,165,1,0,5.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
13.082445084998763,0,1,80,236,0,0,14.58,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
17.561701710600925,1,0,21,388,1,1,4.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
12.665968255511572,0,0,82,208,0,1,13.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
7.79673262965839,1,1,83,246,0,0,7.67,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
15.724812404017266,1,0,28,305,0,0,13.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
27.227052905300177,1,0,38,446,0,0,10.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
27.47083417620924,1,0,6,198,1,1,14.92,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
13.253642026491791,0,0,19,436,1,0,13.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
23.84999721469524,1,0,3,70,0,1,14.92,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6.210052009268534,1,1,3,33,0,0,14.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
14.920536785494006,1,0,44,181,0,0,13.67,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1.7585919273791757,1,0,68,302,0,0,9.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
13.668941060156673,0,0,75,132,1,0,13.83,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1.45518126229211,0,0,9,449,1,0,2.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
25.99452960242946,1,0,78,57,1,0,3.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
10.399920041151091,1,0,39,234,0,0,6.92,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
14.668332029046985,1,0,1,27,0,1,12.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2.4747492854388127,0,0,22,467,0,0,5.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
18.691257018274797,1,0,38,356,0,1,3.83,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19.442247725501577,1,0,27,16,0,1,0.67,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
13.92758367922464,0,0,3,466,0,0,12.33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
17.81435500983709,1,1,27,120,0,0,8.33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
12.805226601990428,1,1,84,3,1,0,5.5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
27.269655570865076,1,0,86,432,0,1,3.17,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2.295175274988064,0,0,49,332,0,1,5.25,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
16.688600830314428,1,1,57,357,0,1,8.42,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
19.64876881266086,1,0,48,409,0,0,4.58,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6.545105014655512,1,1,58,203,1,0,4.08,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
21.01496104752563,1,0,6,334,0,1,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20.02403928494017,1,1,51,300,0,0,11.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
22.923009619006194,1,1,73,140,1,0,6.42,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26.071698905880424,0,0,49,301,0,0,11.75,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
13.579569957807456,0,0,74,42,0,0,10.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
26.545561289467365,1,0,26,144,0,0,4.33,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4.192139045250658,0,0,25,43,1,0,0.42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
20.87084215932612,0,0,54,80,1,0,11.92,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
10.796694256325358,0,0,22,380,1,0,10.17,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4.587034667799061,1,0,21,359,0,1,2.58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
20.986260902397984,0,0,87,301,1,0,5.83,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
21.69748150162451,1,1,65,132,0,0,2.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
23.723932947543627,1,0,46,270,0,1,13.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
6.496052253883927,1,0,30,156,0,1,5.92,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
16.930464590394436,1,0,70,413,0,0,12.92,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
16.171582023373496,1,0,56,265,0,1,0.25,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
29.064458685113493,1,0,43,86,0,1,13.58,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
24.64528409181128,1,0,83,439,0,1,9.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7.558396394261434,1,0,9,181,0,1,5.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
21.0829063700746,1,0,79,310,0,0,2.33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
13.977583801285736,1,1,31,391,1,0,12.42,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7.503929129015253,1,0,18,27,1,1,4.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
18.47742886739065,1,1,30,433,0,0,11.08,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2.259567359833486,1,0,20,235,1,0,9.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7.103330493119494,1,0,69,171,1,0,10.83,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
21.3395432490028,1,0,22,413,0,0,5.83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
28.878704304649386,1,0,13,265,0,0,14.58,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
22.593312302929203,1,0,51,117,0,1,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
15.095281756054971,0,0,17,145,0,0,3.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1.5137016676722814,1,0,38,348,0,1,14.33,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
10.177182719470272,0,0,81,276,1,0,12.42,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
12.319447598585086,1,0,15,283,0,1,0.17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
19.04890201272205,1,0,87,85,0,1,5.25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
20.121364231086478,0,0,14,488,1,0,1.25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6.463165270711317,1,0,2,486,0,0,5.5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1.4616877506211594,1,0,88,34,1,0,12.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
28.00161842473243,1,0,54,184,1,0,9.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
13.721856384094012,0,0,2,448,1,0,14.08,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8.42030368355417,1,0,76,496,1,0,9.42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
24.454996222588125,1,0,68,378,0,1,7.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
19.636210121117017,0,0,59,394,1,0,12.25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.5639414941668517,1,0,23,434,0,1,14.33,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
19.72228030974445,1,0,14,69,0,1,1.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
20.30386451815283,0,0,75,63,0,0,5.17,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16.305099894756978,1,0,75,303,1,1,0.58,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
27.81033420044753,1,0,50,436,1,0,8.17,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3.715353906675248,1,0,64,18,0,1,8.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
26.26667587283456,1,0,20,295,0,0,8.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
16.297382392189583,1,0,84,239,0,0,3.92,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
18.452964110358387,1,0,79,80,1,1,2.75,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13.888787772473464,1,0,51,285,0,1,2.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
22.098556389674137,1,0,21,90,1,0,10.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
13.11863590191068,0,0,87,225,0,0,7.08,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26.77643284041742,1,0,4,152,1,1,6.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
17.858309572026545,1,0,43,173,0,1,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
15.736895383974934,1,0,21,155,0,0,7.17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
12.254863324980558,1,0,38,76,0,0,2.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
20.455081723055272,0,1,64,320,1,0,9.92,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
17.231805641921092,0,0,80,407,0,0,13.67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
24.12276736384892,0,0,64,490,1,0,11.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2.8108839742438,1,0,2,317,0,1,12.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29.731715472403348,1,0,41,431,0,0,8.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1.4597528158334423,0,0,66,124,0,0,14.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4.642852781530841,1,1,15,313,0,0,0.33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10.181343751906502,1,0,19,68,0,0,4.58,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20.603782202933864,1,0,71,499,0,0,4.67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9.86380640824932,1,0,15,479,1,1,11.75,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
10.457075642525009,1,0,25,435,0,0,7.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9.945607164897904,1,0,18,355,0,1,8.33,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
29.02054604546879,1,0,5,146,0,1,0.08,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28.83372980669373,1,0,1,157,0,0,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
14.153611478840068,0,0,35,253,0,0,3.58,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
24.223277951377213,1,0,52,350,1,1,8.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
10.47641984649631,1,0,73,87,0,0,5.75,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6.992652361859454,0,1,35,462,0,0,7.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7.938507019792453,0,0,52,317,1,0,4.92,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2.251938435025302,1,0,69,295,0,1,5.42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
23.131351674621275,0,1,12,407,0,0,9.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
13.70523787996556,1,0,35,231,0,1,7.67,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8.366899516170593,1,0,72,412,0,0,6.75,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24.725020881330703,0,0,37,403,0,0,6.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
18.19649832805553,1,1,71,436,0,0,4.08,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
20.24156001275246,1,0,26,356,0,1,7.92,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
19.094825773528413,1,1,68,160,1,0,2.92,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.751834569838293,1,0,24,426,1,1,12.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7.512224608797995,1,0,43,14,0,0,12.67,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
21.78483898726161,0,0,23,227,0,1,1.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
15.002788184505455,1,0,61,46,0,0,3.92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
17.074720469590623,1,1,1,242,1,0,6.83,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
26.60066928916841,1,0,5,0,1,1,3.83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
28.64387818465575,1,0,9,200,0,0,5.83,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
16.94085379604077,0,0,68,185,1,0,11.17,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21.518527694617863,1,0,5,497,0,0,5.58,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28.0981862884329,0,0,14,490,1,0,0.25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
19.727019475577872,0,1,83,349,0,0,9.83,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
27.10905494766024,0,0,4,437,1,0,14.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
29.980752119521625,1,0,65,134,0,0,9.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
13.871823743076511,1,0,87,419,1,0,12.92,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
8.319649733322386,0,0,8,258,1,0,14.67,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
11.76207664188663,1,0,65,423,1,1,9.92,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22.29498968051012,1,1,31,344,0,0,7.08,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9.104613795659809,1,1,34,225,1,0,12.92,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4.575233896119971,1,0,45,178,0,1,5.58,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5.629349946429764,0,0,57,32,0,0,14.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29.984568931874826,1,0,72,171,1,1,12.17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15.375032336632705,1,0,20,80,0,1,14.08,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5.136976192721701,1,0,14,405,0,0,5.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13.582753406078904,1,1,6,449,1,0,6.83,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
27.608801943294,1,0,75,147,0,1,5.42,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
25.26516089816979,0,0,52,186,0,0,13.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
10.618077481133508,1,0,38,213,0,1,14.42,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
15.757672400053128,1,0,9,322,1,0,7.92,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
26.704690765770685,1,0,40,114,1,0,7.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
18.50398784208796,1,0,19,310,0,0,4.5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
9.4874719270233,1,0,24,76,1,1,6.25,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
9.135306833806627,1,0,67,185,1,0,14.58,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19.03616527894457,1,0,40,458,1,0,7.58,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3.446755996716646,1,0,89,168,0,0,3.83,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5.106900104611899,0,0,31,478,1,0,10.33,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6.860347146509103,1,0,69,422,0,0,2.58,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12.129946421298571,1,0,77,28,0,1,10.25,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8.720713543465497,1,0,9,31,0,0,12.08,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
22.555539781498226,1,0,86,196,0,1,9.67,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
11.944241124268512,1,1,19,206,0,0,5.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.501353298137533,1,0,55,373,1,0,14.83,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
23.87940859411288,0,1,8,149,0,0,0.83,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9.00251601655844,1,0,6,365,0,1,5.42,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4.841599666517787,1,0,14,77,0,1,0.08,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
13.84557931169005,1,0,39,18,1,0,10.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
26.99216501274985,0,1,31,436,0,0,7.25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
8.879518046768695,0,0,7,396,0,0,12.42,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3.624393021780136,1,0,29,64,0,1,3.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.1578675665590266,0,0,9,54,0,0,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22.02300472806896,1,0,13,365,1,1,1.92,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
21.525735372511992,1,0,18,300,0,1,6.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
15.475925164617191,1,0,53,8,0,0,13.42,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25.24076383566103,1,0,32,41,1,0,6.83,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8.950757092496705,1,0,48,148,1,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
22.21870836483697,1,1,35,100,0,0,6.75,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
